airport,total_delays_ct,longitude,latitude
ILM,5.0,-77.90953507173883,34.27353635
IND,24.0,-86.1746933,40.3270127
ITH,10.0,-76.46069464880836,42.49180205
JAX,9.0,3.6168847,45.1683631
JFK,178.0,-73.7793733748521,40.6429479
LAN,3.0,3.620686,49.564665
LEX,5.0,-81.8003918,37.3703899
LGA,222.0,24.0216384,42.8814427
LSE,0.0,,
MBS,6.0,-84.08284956680652,43.53579615
MCI,13.0,11.392882331230885,47.26281635
MDT,0.0,-76.36139938663678,36.7778576
MEM,6.0,-100.7712354,46.8397434
MKE,5.0,15.115839336574236,48.8638011
MLU,5.0,11.94308412365372,51.50502735
MQT,1.0,53.350528,47.6471515
MSP,40.0,57.1743114,50.2863237
MYR,6.0,-78.92905970872894,33.680640600000004
OKC,1.0,22.866730976243858,43.9818686
ORF,26.0,-76.20229629965002,36.8946697
ORH,3.0,76.9565141,31.6910009
PIT,1.0,-1.1063789,44.4765421
PVD,5.0,-71.4296527,41.72434
PWM,10.0,57.5610161,26.9297693
RDU,48.0,-78.79765,35.870371
RIC,20.0,22.5194504,41.4427241
ROA,5.0,1.0939658,49.4404591
ROC,14.0,-77.67269338979611,43.1161699
SAV,20.0,30.645786,37.765446
SCE,3.0,-117.669385,35.615163
SDF,0.0,48.5279462,34.7903513
SGF,1.0,3.8523111,43.5756415
SHV,3.0,-93.7111,32.5173
STL,4.0,-90.37047024952082,38.74962725
SYR,10.0,43.166667,19.166667
TRI,2.0,-77.3327425,38.5451489
TYS,19.0,-83.99887165077078,35.809552999999994
VLD,2.0,2.800759414893616,50.265338
XNA,0.0,-94.30231731247596,36.279381150000006
ABQ,68.0,-0.0522137,51.5473673
ALB,18.0,-115.002136,55.001251
AMA,30.0,35.9239625,31.9515694
ANC,14.0,-149.99789189730433,61.18103525
ATL,205.0,-84.42927118585675,33.63779875
AUS,296.0,-97.66500963529676,30.19348925
AVL,27.0,15.422190596309871,47.0795199
AVP,7.0,12.0919873,44.54921
BDL,41.0,4.5322123,36.4636178
BFL,20.0,127.2109745,37.744653
BHM,34.0,19.14518437848014,50.2917643
BNA,201.0,44.7364245,35.5710071
BOI,34.0,9.495278,9.568333
BOS,251.0,22.8374152,45.7520158
BUF,42.0,-78.73075229745353,42.9402016
BUR,29.0,0.3267126,43.1893067
BWI,53.0,4.1203454,12.7229649
BZN,4.0,26.1066426,43.7371465
CAE,27.0,-72.635583,42.2040159
CHS,92.0,-92.876885,40.729827
CID,40.0,-80.1059762,35.712047
CLE,80.0,-84.1566341,39.0678155
CLT,1789.0,-71.332733,42.463107
CMH,76.0,-93.1047756,37.6435334
COS,18.0,1.568609,42.9768891
CVG,36.0,10.927840369587262,44.6204085
DAB,25.0,74.4306076,32.7424496
DCA,469.0,-77.0460178,38.8530365
DEN,217.0,-104.68536732610298,39.8606676
